Category1,Source1,Category2,Source2,Similarity,PapersInC1,PapersInC2,PapersInBoth,Agreement
structured-light d scanner,OpenAIRE,structured-light d scanner,OpenAlex,1.0,13,14,10,0.5882352941176471
spots,OpenAIRE,spots,OpenAlex,1.0,8,12,6,0.4285714285714285
atomic orbital,OpenAIRE,atomic orbital,OpenAlex,1.0,8,11,7,0.5833333333333334
modus ponens,OpenAIRE,modus ponens,OpenAlex,1.0,13,11,8,0.5
syllogism,OpenAIRE,syllogism,OpenAlex,1.0,14,13,9,0.5
boss,OpenAIRE,boss,OpenAlex,1.0,6,7,5,0.625
daylighting,OpenAIRE,daylighting,OpenAlex,1.0,8,9,6,0.5454545454545454
daylight,OpenAIRE,daylight,OpenAlex,1.0,21,20,15,0.5769230769230769
nature reserve,OpenAIRE,nature reserve,OpenAlex,1.0,13,15,10,0.5555555555555556
postponement,OpenAIRE,postponement,OpenAlex,1.0,8,7,7,0.875
hyperlink,OpenAIRE,hyperlink,OpenAlex,1.0,14,16,9,0.4285714285714285
chrominance,OpenAIRE,chrominance,OpenAlex,1.0,15,19,15,0.7894736842105263
learning curve,OpenAIRE,learning curve,OpenAlex,1.0,53,36,26,0.4126984126984127
second language writing,OpenAIRE,second language writing,OpenAlex,1.0,14,18,10,0.4545454545454545
semantic reasoner,OpenAIRE,semantic reasoner,OpenAlex,1.0,28,29,17,0.425
ewma chart,OpenAIRE,ewma chart,OpenAlex,1.0,13,23,11,0.44
alphanumeric,OpenAIRE,alphanumeric,OpenAlex,1.0,10,11,9,0.75
lymph node,OpenAIRE,lymph node,OpenAlex,1.0,8,7,6,0.6666666666666666
porous medium,OpenAIRE,porous medium,OpenAlex,1.0,28,30,18,0.45
supersonic speed,OpenAIRE,supersonic speed,OpenAlex,1.0,18,24,17,0.68
wave packet,OpenAIRE,wave packet,OpenAlex,1.0,11,9,7,0.5384615384615384
state of charge,OpenAIRE,state of charge,OpenAlex,1.0,39,56,34,0.5573770491803278
bullwhip effect,OpenAIRE,bullwhip effect,OpenAlex,1.0,16,20,13,0.5652173913043478
binaural recording,OpenAIRE,binaural recording,OpenAlex,1.0,19,25,17,0.6296296296296297
forster resonance energy transfer,OpenAIRE,forster resonance energy transfer,OpenAlex,1.0,9,10,8,0.7272727272727273
luminescence,OpenAIRE,luminescence,OpenAlex,1.0,14,12,8,0.4444444444444444
attrition,OpenAIRE,attrition,OpenAlex,1.0,29,34,21,0.5
codon usage bias,OpenAIRE,codon usage bias,OpenAlex,1.0,49,56,41,0.640625
halo,OpenAIRE,halo,OpenAlex,1.0,18,18,13,0.5652173913043478
dark matter,OpenAIRE,dark matter,OpenAlex,1.0,14,16,11,0.5789473684210527
silicon nitride,OpenAIRE,silicon nitride,OpenAlex,1.0,8,7,5,0.5
synonymous substitution,OpenAIRE,synonymous substitution,OpenAlex,1.0,29,37,21,0.4666666666666667
hepatocellular carcinoma,OpenAIRE,hepatocellular carcinoma,OpenAlex,1.0,7,10,6,0.5454545454545454
germline mutation,OpenAIRE,germline mutation,OpenAlex,1.0,11,12,7,0.4375
nursing theory,OpenAIRE,nursing theory,OpenAlex,1.0,21,17,13,0.52
outcrossing,OpenAIRE,outcrossing,OpenAlex,1.0,8,13,8,0.6153846153846154
drivetrain,OpenAIRE,drivetrain,OpenAlex,1.0,14,14,10,0.5555555555555556
well-founded semantics,OpenAIRE,well-founded semantics,OpenAlex,1.0,13,13,8,0.4444444444444444
reproductive health,OpenAIRE,reproductive health,OpenAlex,1.0,10,8,6,0.5
thermal conduction,OpenAIRE,thermal conduction,OpenAlex,1.0,28,33,19,0.4523809523809524
mandarin chinese,OpenAIRE,mandarin chinese,OpenAlex,1.0,20,25,17,0.6071428571428571
concurrent constraint logic programming,OpenAIRE,concurrent constraint logic programming,OpenAlex,1.0,11,10,7,0.5
chemistry education,OpenAIRE,chemistry education,OpenAlex,1.0,10,10,6,0.4285714285714285
appraisal theory,OpenAIRE,appraisal theory,OpenAlex,1.0,11,12,7,0.4375
family resilience,OpenAIRE,family resilience,OpenAlex,1.0,6,8,5,0.5555555555555556
viral phylodynamics,OpenAIRE,viral phylodynamics,OpenAlex,1.0,7,6,4,0.4444444444444444
quarter-pixel motion,OpenAIRE,quarter-pixel motion,OpenAlex,1.0,22,17,14,0.56
grey matter,OpenAIRE,grey matter,OpenAlex,1.0,23,23,14,0.4375
endophenotype,OpenAIRE,endophenotype,OpenAlex,1.0,12,12,8,0.5
skyrmion,OpenAIRE,skyrmion,OpenAlex,1.0,7,7,7,1.0
direct torque control,OpenAIRE,direct torque control,OpenAlex,1.0,97,134,75,0.4807692307692308
traffic noise,OpenAIRE,traffic noise,OpenAlex,1.0,41,49,31,0.5254237288135594
exon,OpenAIRE,exon,OpenAlex,1.0,12,17,10,0.5263157894736842
newsvendor model,OpenAIRE,newsvendor model,OpenAlex,1.0,11,14,10,0.6666666666666666
school choice,OpenAIRE,school choice,OpenAlex,1.0,9,14,7,0.4375
phonocardiogram,OpenAIRE,phonocardiogram,OpenAlex,1.0,7,6,6,0.8571428571428571
heart sounds,OpenAIRE,heart sounds,OpenAlex,1.0,13,9,8,0.5714285714285714
mean reversion,OpenAIRE,mean reversion,OpenAlex,1.0,6,6,5,0.7142857142857143
terminal sliding mode,OpenAIRE,terminal sliding mode,OpenAlex,1.0,22,23,21,0.875
recession,OpenAIRE,recession,OpenAlex,1.0,17,16,11,0.5
tuned mass damper,OpenAIRE,tuned mass damper,OpenAlex,1.0,32,33,27,0.7105263157894737
spec#,OpenAIRE,spec#,OpenAlex,1.0,8,8,7,0.7777777777777778
governmentality,OpenAIRE,governmentality,OpenAlex,1.0,21,11,10,0.4545454545454545
syllabic verse,OpenAIRE,syllabic verse,OpenAlex,1.0,16,19,14,0.6666666666666666
normative ethics,OpenAIRE,normative ethics,OpenAlex,1.0,8,9,6,0.5454545454545454
alienation,OpenAIRE,alienation,OpenAlex,1.0,9,9,6,0.5
rasch model,OpenAIRE,rasch model,OpenAlex,1.0,29,32,19,0.4523809523809524
polytomous rasch model,OpenAIRE,polytomous rasch model,OpenAlex,1.0,14,17,11,0.55
local independence,OpenAIRE,local independence,OpenAlex,1.0,16,14,9,0.4285714285714285
tobit model,OpenAIRE,tobit model,OpenAlex,1.0,8,9,6,0.5454545454545454
stakeholder management,OpenAIRE,stakeholder management,OpenAlex,1.0,7,13,6,0.4285714285714285
optic nerve,OpenAIRE,optic nerve,OpenAlex,1.0,35,21,17,0.4358974358974359
timbre,OpenAIRE,timbre,OpenAlex,1.0,9,11,7,0.5384615384615384
music information retrieval,OpenAIRE,music information retrieval,OpenAlex,1.0,22,20,14,0.5
nuclear power plant,OpenAIRE,nuclear power plant,OpenAlex,1.0,14,10,8,0.5
rescue robot,OpenAIRE,rescue robot,OpenAlex,1.0,8,8,6,0.6
social cognitive theory of morality,OpenAIRE,social cognitive theory of morality,OpenAlex,1.0,25,21,15,0.4838709677419355
fractal compression,OpenAIRE,fractal compression,OpenAlex,1.0,9,10,6,0.4615384615384615
symbolic regression,OpenAIRE,symbolic regression,OpenAlex,1.0,9,8,7,0.7
transposase,OpenAIRE,transposase,OpenAlex,1.0,7,9,5,0.4545454545454545
parallel tempering,OpenAIRE,parallel tempering,OpenAlex,1.0,18,15,11,0.5
facilitator,OpenAIRE,facilitator,OpenAlex,1.0,15,21,12,0.5
delegation,OpenAIRE,delegation,OpenAlex,1.0,22,22,17,0.6296296296296297
cochlear implant,OpenAIRE,cochlear implant,OpenAlex,1.0,34,34,32,0.8888888888888888
electrochemical noise,OpenAIRE,electrochemical noise,OpenAlex,1.0,7,10,7,0.7
cavitation,OpenAIRE,cavitation,OpenAlex,1.0,15,16,13,0.7222222222222222
rewriting,OpenAIRE,rewriting,OpenAlex,1.0,25,34,20,0.5128205128205128
reconfigurability,OpenAIRE,reconfigurability,OpenAlex,1.0,13,13,9,0.5294117647058824
precuneus,OpenAIRE,precuneus,OpenAlex,1.0,23,25,20,0.7142857142857143
bargaining power,OpenAIRE,bargaining power,OpenAlex,1.0,7,9,5,0.4545454545454545
vertical integration,OpenAIRE,vertical integration,OpenAlex,1.0,12,11,7,0.4375
trailing edge,OpenAIRE,trailing edge,OpenAlex,1.0,10,13,9,0.6428571428571429
lying,OpenAIRE,lying,OpenAlex,1.0,23,13,11,0.44
postsynaptic potential,OpenAIRE,postsynaptic potential,OpenAlex,1.0,28,37,22,0.5116279069767442
gender diversity,OpenAIRE,gender diversity,OpenAlex,1.0,11,10,8,0.6153846153846154
icub,OpenAIRE,icub,OpenAlex,1.0,8,7,7,0.875
pitch detection algorithm,OpenAIRE,pitch detection algorithm,OpenAlex,1.0,14,12,8,0.4444444444444444
endoscope,OpenAIRE,endoscope,OpenAlex,1.0,13,13,9,0.5294117647058824
hybrid genome assembly,OpenAIRE,hybrid genome assembly,OpenAlex,1.0,7,9,5,0.4545454545454545
emic and etic,OpenAIRE,emic and etic,OpenAlex,1.0,7,10,6,0.5454545454545454
otsu's method,OpenAIRE,otsu's method,OpenAlex,1.0,13,15,9,0.4736842105263157
cmos sensor,OpenAIRE,cmos sensor,OpenAlex,1.0,10,8,6,0.5
empirical orthogonal functions,OpenAIRE,empirical orthogonal functions,OpenAlex,1.0,6,10,5,0.4545454545454545
body schema,OpenAIRE,body schema,OpenAlex,1.0,19,16,11,0.4583333333333333
home range,OpenAIRE,home range,OpenAlex,1.0,11,11,7,0.4666666666666667
place branding,OpenAIRE,place branding,OpenAlex,1.0,10,6,5,0.4545454545454545
nakagami distribution,OpenAIRE,nakagami distribution,OpenAlex,1.0,7,10,7,0.7
opacity,OpenAIRE,opacity,OpenAlex,1.0,25,30,20,0.5714285714285714
magnesium alloy,OpenAIRE,magnesium alloy,OpenAlex,1.0,15,18,13,0.65
sted microscopy,OpenAIRE,sted microscopy,OpenAlex,1.0,11,16,9,0.5
indentation,OpenAIRE,indentation,OpenAlex,1.0,10,10,9,0.8181818181818182
topographic wetness index,OpenAIRE,topographic wetness index,OpenAlex,1.0,12,16,9,0.4736842105263157
fractional factorial design,OpenAIRE,fractional factorial design,OpenAlex,1.0,6,6,4,0.5
proton therapy,OpenAIRE,proton therapy,OpenAlex,1.0,7,9,7,0.7777777777777778
youth studies,OpenAIRE,youth studies,OpenAlex,1.0,8,7,5,0.5
civic engagement,OpenAIRE,civic engagement,OpenAlex,1.0,9,7,6,0.6
workgroup,OpenAIRE,workgroup,OpenAlex,1.0,13,12,10,0.6666666666666666
wireless ad hoc network,OpenAIRE,wireless ad hoc network,OpenAlex,1.0,58,72,41,0.4606741573033708
vehicular ad hoc network,OpenAIRE,vehicular ad hoc network,OpenAlex,1.0,39,43,27,0.4909090909090909
fusiform gyrus,OpenAIRE,fusiform gyrus,OpenAlex,1.0,35,41,30,0.6521739130434783
restriction fragment length polymorphism,OpenAIRE,restriction fragment length polymorphism,OpenAlex,1.0,10,10,6,0.4285714285714285
irradiance,OpenAIRE,irradiance,OpenAlex,1.0,18,33,16,0.4571428571428571
waves and shallow water,OpenAIRE,waves and shallow water,OpenAlex,1.0,8,6,5,0.5555555555555556
publics,OpenAIRE,publics,OpenAlex,1.0,8,12,7,0.5384615384615384
impression management,OpenAIRE,impression management,OpenAlex,1.0,22,16,13,0.52
livestock,OpenAIRE,livestock,OpenAlex,1.0,31,28,19,0.475
chinese characters,OpenAIRE,chinese characters,OpenAlex,1.0,18,19,14,0.6086956521739131
sense of community,OpenAIRE,sense of community,OpenAlex,1.0,13,14,9,0.5
immunotherapy,OpenAIRE,immunotherapy,OpenAlex,1.0,11,8,6,0.4615384615384615
germplasm,OpenAIRE,germplasm,OpenAlex,1.0,18,19,17,0.85
serendipity,OpenAIRE,serendipity,OpenAlex,1.0,10,12,10,0.8333333333333334
backdoor,OpenAIRE,backdoor,OpenAlex,1.0,7,11,6,0.5
design science research,OpenAIRE,design science research,OpenAlex,1.0,13,9,7,0.4666666666666667
status quo,OpenAIRE,status quo,OpenAlex,1.0,26,33,18,0.4390243902439024
multiple sclerosis,OpenAIRE,multiple sclerosis,OpenAlex,1.0,38,26,23,0.5609756097560976
frame problem,OpenAIRE,frame problem,OpenAlex,1.0,13,14,9,0.5
rietveld refinement,OpenAIRE,rietveld refinement,OpenAlex,1.0,6,9,5,0.5
powder diffraction,OpenAIRE,powder diffraction,OpenAlex,1.0,10,9,7,0.5833333333333334
default logic,OpenAIRE,default logic,OpenAlex,1.0,23,18,12,0.4137931034482758
synchronicity,OpenAIRE,synchronicity,OpenAlex,1.0,8,9,5,0.4166666666666667
rodent,OpenAIRE,rodent,OpenAlex,1.0,7,7,5,0.5555555555555556
irrationality,OpenAIRE,irrationality,OpenAlex,1.0,6,10,6,0.6
reification (marxism),OpenAIRE,reification (marxism),OpenAlex,1.0,6,10,5,0.4545454545454545
relocation,OpenAIRE,relocation,OpenAlex,1.0,13,21,12,0.5454545454545454
pseudospectral optimal control,OpenAIRE,pseudospectral optimal control,OpenAlex,1.0,8,6,5,0.5555555555555556
chebyshev filter,OpenAIRE,chebyshev filter,OpenAlex,1.0,16,19,12,0.5217391304347826
electron spectroscopy,OpenAIRE,electron spectroscopy,OpenAlex,1.0,6,6,4,0.5
psycinfo,OpenAIRE,psycinfo,OpenAlex,1.0,49,63,33,0.4177215189873418
heterojunction,OpenAIRE,heterojunction,OpenAlex,1.0,9,9,6,0.5
nanowire,OpenAIRE,nanowire,OpenAlex,1.0,18,17,12,0.5217391304347826
artifact-centric business process model,OpenAIRE,artifact-centric business process model,OpenAlex,1.0,34,23,18,0.4615384615384615
orthophoto,OpenAIRE,orthophoto,OpenAlex,1.0,10,15,8,0.4705882352941176
ellipsoid,OpenAIRE,ellipsoid,OpenAlex,1.0,36,37,23,0.46
touchscreen,OpenAIRE,touchscreen,OpenAlex,1.0,11,10,9,0.75
isometric exercise,OpenAIRE,isometric exercise,OpenAlex,1.0,29,39,26,0.6190476190476191
nestedness,OpenAIRE,nestedness,OpenAlex,1.0,8,7,7,0.875
tinnitus,OpenAIRE,tinnitus,OpenAlex,1.0,10,9,8,0.7272727272727273
unobservable,OpenAIRE,unobservable,OpenAlex,1.0,44,58,35,0.5223880597014925
h e stain,OpenAIRE,h e stain,OpenAlex,1.0,9,16,8,0.4705882352941176
quasar,OpenAIRE,quasar,OpenAlex,1.0,7,6,4,0.4444444444444444
photoactivated localization microscopy,OpenAIRE,photoactivated localization microscopy,OpenAlex,1.0,20,20,12,0.4285714285714285
geographic routing,OpenAIRE,geographic routing,OpenAlex,1.0,18,10,9,0.4736842105263157
blank,OpenAIRE,blank,OpenAlex,1.0,11,14,8,0.4705882352941176
minkowski space,OpenAIRE,minkowski space,OpenAlex,1.0,11,9,6,0.4285714285714285
mindfulness,OpenAIRE,mindfulness,OpenAlex,1.0,34,31,20,0.4444444444444444
meditation,OpenAIRE,meditation,OpenAlex,1.0,16,14,9,0.4285714285714285
canonical correspondence analysis,OpenAIRE,canonical correspondence analysis,OpenAlex,1.0,6,7,4,0.4444444444444444
circular dichroism,OpenAIRE,circular dichroism,OpenAlex,1.0,14,12,8,0.4444444444444444
presumption,OpenAIRE,presumption,OpenAlex,1.0,6,9,5,0.5
clonal selection,OpenAIRE,clonal selection,OpenAlex,1.0,19,15,10,0.4166666666666667
sylvester's law of inertia,OpenAIRE,sylvester's law of inertia,OpenAlex,1.0,15,12,8,0.4210526315789473
mnemonic,OpenAIRE,mnemonic,OpenAlex,1.0,29,34,23,0.575
intrapersonal communication,OpenAIRE,intrapersonal communication,OpenAlex,1.0,24,25,19,0.6333333333333333
neutron star,OpenAIRE,neutron star,OpenAlex,1.0,12,8,7,0.5384615384615384
cosmic microwave background,OpenAIRE,cosmic microwave background,OpenAlex,1.0,23,22,19,0.7307692307692307
density matrix,OpenAIRE,density matrix,OpenAlex,1.0,12,14,8,0.4444444444444444
biobank,OpenAIRE,biobank,OpenAlex,1.0,8,14,7,0.4666666666666667
elastic modulus,OpenAIRE,elastic modulus,OpenAlex,1.0,35,24,17,0.4047619047619047
starch,OpenAIRE,starch,OpenAlex,1.0,15,18,14,0.7368421052631579
formality,OpenAIRE,formality,OpenAlex,1.0,11,15,10,0.625
policy transfer,OpenAIRE,policy transfer,OpenAlex,1.0,7,6,4,0.4444444444444444
earth's magnetic field,OpenAIRE,earth's magnetic field,OpenAlex,1.0,13,12,9,0.5625
guppy,OpenAIRE,guppy,OpenAlex,1.0,11,9,9,0.8181818181818182
poecilia,OpenAIRE,poecilia,OpenAlex,1.0,15,13,11,0.6470588235294118
vehicular communication systems,OpenAIRE,vehicular communication systems,OpenAlex,1.0,9,12,7,0.5
automatic target recognition,OpenAIRE,automatic target recognition,OpenAlex,1.0,19,18,12,0.48
choice reaction time,OpenAIRE,choice reaction time,OpenAlex,1.0,7,6,4,0.4444444444444444
critical realism (philosophy of perception),OpenAIRE,critical realism (philosophy of perception),OpenAlex,1.0,7,12,6,0.4615384615384615
ordinal data,OpenAIRE,ordinal data,OpenAlex,1.0,23,38,19,0.4523809523809524
plural,OpenAIRE,plural,OpenAlex,1.0,11,23,10,0.4166666666666667
population stratification,OpenAIRE,population stratification,OpenAlex,1.0,12,11,7,0.4375
structural alignment,OpenAIRE,structural alignment,OpenAlex,1.0,58,56,33,0.4074074074074074
keystroke dynamics,OpenAIRE,keystroke dynamics,OpenAlex,1.0,7,10,7,0.7
condensation,OpenAIRE,condensation,OpenAlex,1.0,5,8,4,0.4444444444444444
social venture capital,OpenAIRE,social venture capital,OpenAlex,1.0,18,15,12,0.5714285714285714
lyapunov optimization,OpenAIRE,lyapunov optimization,OpenAlex,1.0,31,26,17,0.425
gene duplication,OpenAIRE,gene duplication,OpenAlex,1.0,51,35,26,0.4333333333333333
multilinear algebra,OpenAIRE,multilinear algebra,OpenAlex,1.0,9,10,6,0.4615384615384615
physical education,OpenAIRE,physical education,OpenAlex,1.0,25,21,16,0.5333333333333333
pharmacovigilance,OpenAIRE,pharmacovigilance,OpenAlex,1.0,10,15,9,0.5625
educational attainment,OpenAIRE,educational attainment,OpenAlex,1.0,46,31,26,0.5098039215686274
soma,OpenAIRE,soma,OpenAlex,1.0,11,16,11,0.6875
indexicality,OpenAIRE,indexicality,OpenAlex,1.0,12,19,9,0.4090909090909091
thermoelastic damping,OpenAIRE,thermoelastic damping,OpenAlex,1.0,10,8,6,0.5
packet loss,OpenAIRE,packet loss,OpenAlex,1.0,21,18,13,0.5
equivariant map,OpenAIRE,equivariant map,OpenAlex,1.0,9,10,8,0.7272727272727273
amateur,OpenAIRE,amateur,OpenAlex,1.0,10,16,9,0.5294117647058824
dance,OpenAIRE,dance,OpenAlex,1.0,17,20,11,0.4230769230769231
beam splitter,OpenAIRE,beam splitter,OpenAlex,1.0,7,7,5,0.5555555555555556
reptation,OpenAIRE,reptation,OpenAlex,1.0,7,7,7,1.0
requirements traceability,OpenAIRE,requirements traceability,OpenAlex,1.0,6,7,4,0.4444444444444444
reynolds stress,OpenAIRE,reynolds stress,OpenAlex,1.0,6,8,5,0.5555555555555556
blackout,OpenAIRE,blackout,OpenAlex,1.0,10,11,8,0.6153846153846154
body surface,OpenAIRE,body surface,OpenAlex,1.0,8,10,7,0.6363636363636364
landform,OpenAIRE,landform,OpenAlex,1.0,10,15,9,0.5625
tsallis entropy,OpenAIRE,tsallis entropy,OpenAlex,1.0,10,8,6,0.5
program comprehension,OpenAIRE,program comprehension,OpenAlex,1.0,15,19,10,0.4166666666666667
mobile ad hoc network,OpenAIRE,mobile ad hoc network,OpenAlex,1.0,20,21,13,0.4642857142857143
multicultural education,OpenAIRE,multicultural education,OpenAlex,1.0,16,8,8,0.5
powertrain,OpenAIRE,powertrain,OpenAlex,1.0,23,27,18,0.5625
humidity,OpenAIRE,humidity,OpenAlex,1.0,15,8,8,0.5333333333333333
salt (chemistry),OpenAIRE,salt (chemistry),OpenAlex,1.0,7,8,6,0.6666666666666666
pornography,OpenAIRE,pornography,OpenAlex,1.0,6,8,5,0.5555555555555556
sitting,OpenAIRE,sitting,OpenAlex,1.0,14,17,10,0.4761904761904761
owl-s,OpenAIRE,owl-s,OpenAlex,1.0,23,28,17,0.5
financial institution,OpenAIRE,financial institution,OpenAlex,1.0,7,8,5,0.5
deixis,OpenAIRE,deixis,OpenAlex,1.0,17,16,12,0.5714285714285714
electronic filter topology,OpenAIRE,electronic filter topology,OpenAlex,1.0,11,8,6,0.4615384615384615
voltage-controlled filter,OpenAIRE,voltage-controlled filter,OpenAlex,1.0,9,8,5,0.4166666666666667
laughter,OpenAIRE,laughter,OpenAlex,1.0,11,12,10,0.7692307692307693
turbo code,OpenAIRE,turbo code,OpenAlex,1.0,17,10,8,0.4210526315789473
serial concatenated convolutional codes,OpenAIRE,serial concatenated convolutional codes,OpenAlex,1.0,8,7,6,0.6666666666666666
sire,OpenAIRE,sire,OpenAlex,1.0,18,21,14,0.56
human fertilization,OpenAIRE,human fertilization,OpenAlex,1.0,8,11,7,0.5833333333333334
impervious surface,OpenAIRE,impervious surface,OpenAlex,1.0,10,10,8,0.6666666666666666
graphics hardware,OpenAIRE,graphics hardware,OpenAlex,1.0,25,15,12,0.4285714285714285
jumping,OpenAIRE,jumping,OpenAlex,1.0,20,21,14,0.5185185185185185
thyristor,OpenAIRE,thyristor,OpenAlex,1.0,26,30,21,0.6
chromatic adaptation,OpenAIRE,chromatic adaptation,OpenAlex,1.0,16,21,12,0.48
spin crossover,OpenAIRE,spin crossover,OpenAlex,1.0,13,13,12,0.8571428571428571
electricity price forecasting,OpenAIRE,electricity price forecasting,OpenAlex,1.0,12,17,10,0.5263157894736842
quantum byzantine agreement,OpenAIRE,quantum byzantine agreement,OpenAlex,1.0,9,6,5,0.5
tariff,OpenAIRE,tariff,OpenAlex,1.0,8,11,7,0.5833333333333334
peer pressure,OpenAIRE,peer pressure,OpenAlex,1.0,6,6,4,0.5
affine shape adaptation,OpenAIRE,affine shape adaptation,OpenAlex,1.0,13,7,6,0.4285714285714285
artificial pancreas,OpenAIRE,artificial pancreas,OpenAlex,1.0,6,6,5,0.7142857142857143
binocular disparity,OpenAIRE,binocular disparity,OpenAlex,1.0,38,65,31,0.4305555555555556
public space,OpenAIRE,public space,OpenAlex,1.0,12,8,6,0.4285714285714285
propagator,OpenAIRE,propagator,OpenAlex,1.0,13,9,8,0.5714285714285714
polyhedron,OpenAIRE,polyhedron,OpenAlex,1.0,36,33,23,0.5
sequential decoding,OpenAIRE,sequential decoding,OpenAlex,1.0,13,12,8,0.4705882352941176
data synchronization,OpenAIRE,data synchronization,OpenAlex,1.0,7,6,5,0.625
domestic violence,OpenAIRE,domestic violence,OpenAlex,1.0,37,31,21,0.4468085106382978
group cohesiveness,OpenAIRE,group cohesiveness,OpenAlex,1.0,31,29,19,0.4634146341463415
enabling,OpenAIRE,enabling,OpenAlex,1.0,16,24,14,0.5384615384615384
side channel attack,OpenAIRE,side channel attack,OpenAlex,1.0,9,11,8,0.6666666666666666
hermite polynomials,OpenAIRE,hermite polynomials,OpenAlex,1.0,9,14,7,0.4375
recreation,OpenAIRE,recreation,OpenAlex,1.0,65,55,38,0.4634146341463415
capillary electrophoresis,OpenAIRE,capillary electrophoresis,OpenAlex,1.0,29,35,28,0.7777777777777778
cyclodextrin,OpenAIRE,cyclodextrin,OpenAlex,1.0,10,9,8,0.7272727272727273
hopf algebra,OpenAIRE,hopf algebra,OpenAlex,1.0,8,6,5,0.5555555555555556
entropy production,OpenAIRE,entropy production,OpenAlex,1.0,8,9,6,0.5454545454545454
subconscious,OpenAIRE,subconscious,OpenAlex,1.0,8,12,7,0.5384615384615384
bidirectional associative memory,OpenAIRE,bidirectional associative memory,OpenAlex,1.0,29,37,20,0.4347826086956521
sideband,OpenAIRE,sideband,OpenAlex,1.0,7,7,6,0.75
phase portrait,OpenAIRE,phase portrait,OpenAlex,1.0,14,18,11,0.5238095238095238
green revolution,OpenAIRE,green revolution,OpenAlex,1.0,6,7,6,0.8571428571428571
charge qubit,OpenAIRE,charge qubit,OpenAlex,1.0,7,9,6,0.6
dephasing,OpenAIRE,dephasing,OpenAlex,1.0,13,15,10,0.5555555555555556
phase qubit,OpenAIRE,phase qubit,OpenAlex,1.0,12,10,7,0.4666666666666667
flux qubit,OpenAIRE,flux qubit,OpenAlex,1.0,9,10,8,0.7272727272727273
discretization of continuous features,OpenAIRE,discretization of continuous features,OpenAlex,1.0,7,7,6,0.75
basketball,OpenAIRE,basketball,OpenAlex,1.0,15,15,13,0.7647058823529411
xenopus,OpenAIRE,xenopus,OpenAlex,1.0,9,6,5,0.5
roof,OpenAIRE,roof,OpenAlex,1.0,6,10,6,0.6
basolateral amygdala,OpenAIRE,basolateral amygdala,OpenAlex,1.0,7,7,5,0.5555555555555556
pollutant,OpenAIRE,pollutant,OpenAlex,1.0,30,29,19,0.475
pagerank,OpenAIRE,pagerank,OpenAlex,1.0,25,23,17,0.5483870967741935
acoustic emission,OpenAIRE,acoustic emission,OpenAlex,1.0,29,23,20,0.625
default-free zone,OpenAIRE,default-free zone,OpenAlex,1.0,5,6,5,0.8333333333333334
solar micro-inverter,OpenAIRE,solar micro-inverter,OpenAlex,1.0,9,8,5,0.4166666666666667
contextualization,OpenAIRE,contextualization,OpenAlex,1.0,15,14,11,0.6111111111111112
sanctions,OpenAIRE,sanctions,OpenAlex,1.0,21,27,17,0.5483870967741935
vesicle,OpenAIRE,vesicle,OpenAlex,1.0,13,11,7,0.4117647058823529
special education,OpenAIRE,special education,OpenAlex,1.0,36,37,21,0.4038461538461538
egocentrism,OpenAIRE,egocentrism,OpenAlex,1.0,15,9,8,0.5
online analytical processing,OpenAIRE,online analytical processing,OpenAlex,1.0,11,13,7,0.4117647058823529
place attachment,OpenAIRE,place attachment,OpenAlex,1.0,11,16,10,0.5882352941176471
strain gauge,OpenAIRE,strain gauge,OpenAlex,1.0,12,17,9,0.45
polyatomic ion,OpenAIRE,polyatomic ion,OpenAlex,1.0,9,9,6,0.5
warrant,OpenAIRE,warrant,OpenAlex,1.0,15,29,15,0.5172413793103449
newspaper,OpenAIRE,newspaper,OpenAlex,1.0,37,55,32,0.5333333333333333
duffing equation,OpenAIRE,duffing equation,OpenAlex,1.0,11,16,10,0.5882352941176471
contingent valuation,OpenAIRE,contingent valuation,OpenAlex,1.0,10,9,7,0.5833333333333334
survivability,OpenAIRE,survivability,OpenAlex,1.0,9,9,8,0.8
grain boundary strengthening,OpenAIRE,grain boundary strengthening,OpenAlex,1.0,9,8,6,0.5454545454545454
rhyme,OpenAIRE,rhyme,OpenAlex,1.0,8,8,7,0.7777777777777778
phonological awareness,OpenAIRE,phonological awareness,OpenAlex,1.0,20,26,15,0.4838709677419355
alertness,OpenAIRE,alertness,OpenAlex,1.0,22,19,14,0.5185185185185185
water quality,OpenAIRE,water quality,OpenAlex,1.0,53,50,30,0.410958904109589
salinity,OpenAIRE,salinity,OpenAlex,1.0,16,14,9,0.4285714285714285
solar cell,OpenAIRE,solar cell,OpenAlex,1.0,16,15,11,0.55
mass customization,OpenAIRE,mass customization,OpenAlex,1.0,16,14,10,0.5
remanufacturing,OpenAIRE,remanufacturing,OpenAlex,1.0,20,19,19,0.95
design for manufacturability,OpenAIRE,design for manufacturability,OpenAlex,1.0,11,12,9,0.6428571428571429
bearing capacity,OpenAIRE,bearing capacity,OpenAlex,1.0,18,22,17,0.7391304347826086
search and rescue,OpenAIRE,search and rescue,OpenAlex,1.0,21,37,18,0.45
strategic choice theory,OpenAIRE,strategic choice theory,OpenAlex,1.0,13,7,6,0.4285714285714285
herding,OpenAIRE,herding,OpenAlex,1.0,11,17,10,0.5555555555555556
animacy,OpenAIRE,animacy,OpenAlex,1.0,18,18,14,0.6363636363636364
undecidable problem,OpenAIRE,undecidable problem,OpenAlex,1.0,17,23,13,0.4814814814814814
